0,1
2014-08-03,"CSs Amb.Amina, Phyllis Kandie shortly before the start of Africa Ministerial Consultative group on Agoa US"
2014-08-03,"While in USA H.E. @UKenyatta will address the Corporate Council on Africa and hold talks with World Bank President, Jim Yong Kim."
2014-08-03,H.E. @UKenyatta has today left the country for Washington D.C. where he will attend the US-Africa Leaders Summit.
2014-08-03,@AMB_A_Mohammed the ranking of Kenya on Democracy is good news especially coming on the eve of the US -African leaders Summit.
2014-08-01,Capt. Langat was released following high-level negotiations spearheaded by CS @amb_A_Mohammed with Govt of South Sudan. 2/4
2014-08-01,"@Ukenyatta today bade farewell to outgoing Belgium Ambassador to Kenya, Bart Ouvry at State House, Nairobi."
2014-08-01,"Nairobi Regional Energy Meet to Attract 1,000 Delegates"
2014-07-31,@karanjakibicho There should be no panic. EAC committed to agreeing with EU before October deadline.  2/3
2014-07-30,S. Sudan Warring Parties Ready for Another Round of Talks
2014-07-28,Nairobi exchange goes public -
2014-07-25,@amb_a_mohammed We expect KNCCI to mobilise private sector to take advantage of new emerging &amp; traditional markets4/6
2014-07-25,@Amb_a_mohammed currently attending official re-launch of Kenya Chamber of Commerce &amp; Industry by @ukenyatta in KICC
2014-07-24,"""@AnneWaiguru: I am pleased to announce that Kenya has won the bid to host the Secretariat of the ICGLR Regional Youth Forum. #YouthSummit"""
2014-07-24,"Cabinet Secretaries Prof. Kaimenyi, @phyliskandie &amp; Dr. Wario follow proceedings at ICGLR Special Youth Summit"
2014-07-24,CS Anne Waiguru tells the Kenya story to the ICGLR Delegates attending the Special Summit on Youth Unemployment.
2014-07-24,"@amb_a_mohammed makes opening remarks at the ICGLR Special Summit on Youth Unemployment, Kempinsky Hotel, Nairobi"
2014-07-24,"@amb_a_mohammed, ICGLR states should address inadequate/lopsided distribution of natural resources earnings."
2014-07-24,"@amb_a_mohammed, rapidly increasing young population results in high demand for amenities &amp; job opportunities."
2014-07-23,@UKenyatta conveys condolence message Malaysia people through H.E Ismail Salam following the tragic #MH17 accident
2014-07-23,"@UKenyatta Bids farewell to outgoing Ambassador of Austria to Kenya, H.E Christian Hasenbichler at State House."
2014-07-23,"Outgoing Spanish Amb. H.E. Javier Herrera says his country fully supports war on terror, will always assist Kenya."
2014-07-21,"@amb_a_mohammed, The two countries' Senates have a lot to learn from each other's experiences, should cooperate."
2014-07-21,"""Our Presidents are committed to regional infrastructure development, we support them"" Ntawukuliryayo @amb_a_Mohammed"
2014-07-20,Delegates attending ICGLR Summit on Youth Unemployment getting their accreditation at KICC.
2014-07-17,"@amb_a_mohammed Summit a watershed in redefining US-Africa relations; development assistance, trade &amp; investments 2/7"
2014-07-16,"@amb_a_mohammed, Kenya pursues strategic Foreign Policy to promote national interests at international level 2/4"
2014-07-16,"@amb_a_mohammed, Kenya enjoys wide, longstanding &amp; beneficial relations at the global arena 3/4"
2014-07-16,"Kenya seeks stronger ties with the UAE - Trade and Export Middle East, says  -- Kariuki Mugwe, Consul General"
2014-07-16,"Travel Advisory to Heathrow Not Retaliatory, Says Kenya Foreign Affairs CS Amina Mohammed -"
2014-07-15,"@Amb_a_Mohammed, Kenya's recent travel advisory on transiting through Heathrow not retaliatory but in pursuance of the safety of Kenyans 5/5"
2014-07-11,@AMB_A_Mohammed We went into Somalia because our security &amp; survival as a country was threatened. #VOA #TV
2014-07-10,"""@leilynn4: @KenInvest @dailynation @BrandKenya @MagicalKenya @AMB_A_Mohammed  @Tourism_KE"
2014-07-09,@AMB_A_Mohammed assures investors Kenya is conducive for investments &amp; continues to be rated favorably by international rating agencies
2014-07-09,@AMB_A_Mohammed today delivered keynote speech during the Doing Business in Kenya forum @ the intercontinental Willard#Washington DC
2014-07-02,"""@Amb_Dr_Sang: Congratulations to #Kenya Simba @KenyaFifteens @OfficialKRU on 30-0 victory against #Madagascar in CoA #Rugby Cup"""
2014-06-29,"""@UKenyatta: I note with great satisfaction that #UNEA adopted a landmark decision on stopping the illegal trade in wildlife."""
2014-06-27,"Closing ceremonies of the 23rd Ordinary AU Summit currently underway in Sipopo,  Malabo. #AUSummit"
2014-06-26,"@williamsruto, at #AUSummit. Topic: Transforming Africa's Agriculture for shared prosperity &amp; improved livelihods."
2014-06-26,"""@UKenyatta With HSH Prince Albert II of Monaco &amp; Achim Steiner, UN Under Secretary &amp; Executive Director UNEP #UNEA"
2014-06-26,A followup meeting will be held in July 2014 to pledge forces &amp; equipment for the EASF. @williamsruto @amb_a_Mohammed 3/3 #AUSummit
2014-06-25,"@Williamsruto, “We must interrogate why Africa has become new frontier for violent extremism &amp; suggest concrete solutions.” #AUSummit 8/8"
2014-06-25,"@amb_a_mohammed, Africa still has pen holders whose only legitimacy is colonial history: an unacceptable state of affairs.” 4/5 #UNReforms"
2014-06-25,"@amb_a_Mohammed,  ""We welcome the effort of UN SG in building momentum &amp; mobilizing political support for climate change agreement."" 4/4"
2014-06-25,"""Russia has offered to train Kenya Police officers in anti-terrorism to boost our capacity to deal with the vice."
2014-06-24,"@amb_a_Mohammed, ""a hungry continent cannot develop, that is way AU is emphasizing  on agriculture"" #ausummit"
2014-06-24,"@amb_a_Mohammed, talks to Turkey News Agency crew. She said Kenya welcomes Egypt back to African Union family."
2014-06-23,@amb_a_Mohammed joins fellow ministers to vote 4 new Judges to African Justice Court during AU Council meet in Malabo
2014-06-23,"@amb_a_Mohammed at the opening of 25th AU Council meeting; happening now in Sipopo, Malabo. @karanjakibicho"
2014-06-22,Have a great week ahead!
2014-06-22,@SaddiqueShaban To host Heads of State coming week!
2014-06-22,A presidential villa in Sipopo. There are 54 such for ALL Africa heads of state!
2014-06-20,EU says it will continue to support ACP members in development and poverty eradication.
2014-06-20,"The hoe belongs in the museum, women have suffered for far too long, we must must mechanise our agriculture-Dr. Zuma."
2014-06-20,"""@Amb_Dr_Sang: #Kenya highly ranked in #Africa, as #Investment hub for Global firms:"
2014-06-20,Amb_a_Mohammed with Israeli Deputy PM &amp; Foreign Mins Avigdor Lieberman after signing MoU on cooperation. @Israelmfa
2014-06-18,"@AMB_A_Mohammed We are working towards harmonising SADC, EAC and Comesa on trade matters"
2014-06-18,@AMB_A_Mohammed Heightened political atmosphere in the country is our undoing. We must focus on development &amp; better standard of living
2014-06-18,"@AMB_A_Mohammed No intelligence has been withheld by any country, we share information with our friends @Cheche_TV"
2014-06-17,"ACP-EU countries' flags, KICC."
2014-06-14,"Singapore scouts for trade, investment opportunities in Kenya via @globalpost"
2014-06-13,"IFDC, Kenya Partner to boost Agriculture"
2014-06-13,@AMB_A_Mohammed Kenya signs Host Country Agreement with JICA
2014-06-11,"""@mfaethiopia: #PMHailemariam: any attempts against peace in #SouthSudan will have consequences.@DrTedros"""
2014-06-10,Kenya to send an officer to Seychelles Reflecs3 Unit on enhanced maritime security says @AMB_A_Mohammed
2014-06-08,@AMB_A_Mohammed meeting wth Kenyans working in Seychelles
2014-06-01,"""@UKenyatta: Find below speech during the Madaraka Day Celebrations"
2014-05-30,"@UKenyatta statement after holding talks with former South Sudan V. President Dr. Riek Machar at State House, Nairobi"
2014-05-30,"@AMB_A_Mohammed with Parfait Onanga-Anyanga, Special Rep of UN SG office in Burundi during a courtesy call today!"
2014-05-29,"""@Karanjakibicho: Exchanging gifts with Secretary General of the Algerian Foreign Ministry."
2014-05-29,@mbate You can get visa on arrival. The nearest Cape Verde embassy to get visa prior is Addis Ababa!
2014-05-28,"@amb_a_mohammed, Ministry of Foreign Affairs will be at the forefront in getting skilled Kenyans jobs abroad."
2014-05-16,PRESS RELEASE ON TRAVEL ADVISORIES ON KENYA The Ministry of Foreign Affairs and International Trade has (cont)
2014-05-11,"""@SirLimo: @AMB_A_Mohammed at JKIA after seeing off China Premier Li, who has been in Kenya for a 3-day state visit."
2014-05-05,@paulakahumbu. Check DM
2014-05-04,@kipnyoleiphilip Trying to connect the #thikaroadblast w/ our presence in Somalia is false. In 1998 &amp; 2002 were we in Somalia?
2014-05-04,Our cohesion is our sharpest weapon against those who would divide &amp; destroy us. We walk together &amp; will endure together #thikaroadblast
2014-05-04,President @ukenyatta fully briefed on #thikaroadblast as he lands in Nigeria to drive trade for the sake of Kenyans' jobs &amp; opportunity
2014-04-28,@AMB_A_Mohammed with Rwanda Minister Louise Mushikiwabo exchange signed Agreed Minutes:8th Session of Kenya/RwandaJPC
2014-04-17,@Ericoduor14. Apply for document at Immigration
2014-04-15,"""The regional market is ripe, there is no reason whatsoever why DRC should get meat from Brazil when there is enough here"" @Karanjakibicho"
2014-04-13,Congratulation to Edna and Florence Kiplagat as Kenya take 1 and 2 in the women's @LondonMarathon!
2014-04-05,Technical Meeting on 2nd Kenya/Turkey Joint Economic Commission Maps out Areas of Cooperation
2014-04-02,"PS @Karanjakibicho Ministry to open new consulates in Arusha, Garowe, Lagos, Cape Town, Gabon and Goma next financial year #KEStateUpdates"
2014-04-02,"PS @Karanjakibicho Ministry successfuly organised State/Official visits: Japan, China, Ethiopia, Sri Lanka, Nigeria, Kuwait #KEStateUpdates"
2014-04-02,PS @Karanjakibicho Ministry successfully negotiated new WTO agreement on Trade Facilitation (TF) adopted in Bali  #KEStateUpdates
2014-04-02,PS @Karanjakibicho Ministry managed to get Comesa sugar safeguard extended for one year until March 2015  #KEStateUpdates
2014-03-25,"@RayMwabini When vacancies are announced, the department of public service commission, takes over to recruit. Watch out for such openings"
2014-03-25,Ethiopian trade delegation due in Kenya Tuesday Kenya Association of Manufactures (KAM) Chief Executive (cont)
2014-03-13,Pictures from Ethiopia State Visit
2014-03-11,"President Kenyatta Speech at Kenya-Ethiopia business Forum, at Elilly International Hotel, Addis Ababa."
2014-03-11,@usiahromeo. You have to appreciate the law of the host country. Once jailed you have to serve term!
2014-03-11,"@muthokimumo @AMB_A_Mohammed. Muthoki, MFA press will get back to you shortly via mail."
2014-03-10,A three day sensitization workshop on complaints handling for technical staff at the Ministry of Foreign Affairs...
2014-03-06,@BoazShani. Yes we have a counter for that purpose at the City Square Post Office!
2014-03-06,"Kenya Seeks to Salvage ‘Doha Agenda’
A meeting to discuss how to salvage Doha development agenda and formalise..."
2014-02-28,Ruto in Nigeria
2014-02-26,Presidents Uhuru Kenyatta &amp; Salva Kiir address the press after meeting in Juba!
2014-02-20,New era as President uses ID to travel to Uganda
2014-02-20,IT Vacancies at Central Bank of Kenya
2014-02-18,"Vacancy Executive Director UNITAID

http://t.co/2KuBBagtVh"
2014-02-12,"South Korean E-Mart stores to sell Kenya’s coffee

Seoul, February 12, 2014… Kenyan coffee export volumes to..."
2014-02-03,"Foreign Affairs and International Trade Cabinet Secretary, Amb. Amina Mohamed, today met Mr. Yang Tao, Special..."
2014-01-31,"Kenyan troops to leave the Somali town of Kismayo
NAIROBI, KENYA — A Kenyan military spokesman says most Kenyan..."
2014-01-30,"""@UKenyatta: Leading Kenyan delegation in bilateral talks with President Goodluck on the sidelines of the #AUSummit"
2014-01-30,@ImmigrationDept @Hmwagodi. Thanks for letting us know. Picking it up with the Mission immediately!
2014-01-29,"Kenya and Ghana sign agreement on cooperation
By PSCU
ADDIS ABABA, ETHIOPIA: Kenya and Ghana have signed an..."
2014-01-29,@GrantBrooke try these: &lt;amb.tehran@mfa.go.ke&gt; or &lt;tehran@mfa.go.ke&gt;
2014-01-29,"Kenya Airways travel advisory

NAIROBI JANUARY 29, 2014 – Following enhanced security measures implemented by the..."
2014-01-27,http://t.co/ZIyFNoshVP
2014-01-27,@MumbiMwari. I don't think so but @InteriorK better placed to answer that!
2014-01-24,African Union welcomes the signing of agreement to end hostilities in South Sudan.
2014-01-24,"MEDIA ADVISORY
To All Media Houses/News Editor,
Following the signing of cessation of hostilities agreement..."
2014-01-22,"PRESS STATEMENT
STATEMENT ON PEACE IN SOUTH SUDAN
The Government has been drawn to media reports allegedly..."
2014-01-21,Meeting with President Paul Kagame
2014-01-19,@usiahromeo Update on any development!
2014-01-17,I posted a new photo to Facebook
2014-01-17,I posted a new photo to Facebook
2014-01-16,@usiahromeo. you can drop an email with details explaining this 'impossibility' at complaints@mfa.go.ke.
2014-01-16,"International Community Pledges $2.4 Billion for Syria

By Jane Kariuki/MFA Press
Kuwait City, Kuwait, January..."
2014-01-15,@usiahromeo Yes indeed!
2014-01-14,"@SeroneiCheison @ImmigrationDept @KenyaBerlin. Dr. Cheison kindly provide more information on this, will ensure you get a response!"
2014-01-14,"Kenyan Elected Councilor in the UK
By Mwakilishi
A Kenyan, Mary Kiruhi, has been elected councilor in the United..."
2014-01-13,@Wanjawrites Kindly send your query to &lt;fsi@mfa.go.ke&gt;
2014-01-09,Good work Mr. President
2014-01-07,President Uhuru Kenyatta's Speech During the Dinner Hosted in Honour of Visiting IMF MD
2014-01-06,http://t.co/XkxfpQGXTm
